2019-06-01 15:03:39,822 WARN  [main] config:279 - Weak cipher suite TLS_RSA_WITH_AES_256_CBC_SHA enabled for CustomSslContextFactory@34f5090e[provider=null,keyStore=file:///godata/config/keystore,trustStore=file:///godata/config/truststore]
2019-06-01 15:03:39,823 WARN  [main] config:279 - Weak cipher suite TLS_RSA_WITH_AES_256_CBC_SHA enabled for CustomSslContextFactory@34f5090e[provider=null,keyStore=file:///godata/config/keystore,trustStore=file:///godata/config/truststore]
2019-06-01 15:03:39,825 WARN  [main] config:279 - Weak cipher suite TLS_ECDH_ECDSA_WITH_AES_256_CBC_SHA enabled for CustomSslContextFactory@34f5090e[provider=null,keyStore=file:///godata/config/keystore,trustStore=file:///godata/config/truststore]
2019-06-01 15:03:39,826 WARN  [main] config:279 - Weak cipher suite TLS_ECDH_RSA_WITH_AES_256_CBC_SHA enabled for CustomSslContextFactory@34f5090e[provider=null,keyStore=file:///godata/config/keystore,trustStore=file:///godata/config/truststore]
2019-06-01 15:03:39,828 WARN  [main] config:279 - Weak cipher suite TLS_DHE_RSA_WITH_AES_256_CBC_SHA enabled for CustomSslContextFactory@34f5090e[provider=null,keyStore=file:///godata/config/keystore,trustStore=file:///godata/config/truststore]
2019-06-01 15:03:39,829 WARN  [main] config:279 - Weak cipher suite TLS_DHE_DSS_WITH_AES_256_CBC_SHA enabled for CustomSslContextFactory@34f5090e[provider=null,keyStore=file:///godata/config/keystore,trustStore=file:///godata/config/truststore]
2019-06-01 15:03:39,830 WARN  [main] config:279 - Weak cipher suite TLS_RSA_WITH_AES_128_CBC_SHA256 enabled for CustomSslContextFactory@34f5090e[provider=null,keyStore=file:///godata/config/keystore,trustStore=file:///godata/config/truststore]
2019-06-01 15:03:39,831 WARN  [main] config:279 - Weak cipher suite TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA enabled for CustomSslContextFactory@34f5090e[provider=null,keyStore=file:///godata/config/keystore,trustStore=file:///godata/config/truststore]
2019-06-01 15:03:39,833 WARN  [main] config:279 - Weak cipher suite TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA enabled for CustomSslContextFactory@34f5090e[provider=null,keyStore=file:///godata/config/keystore,trustStore=file:///godata/config/truststore]
2019-06-01 15:03:39,833 WARN  [main] config:279 - Weak cipher suite TLS_RSA_WITH_AES_128_CBC_SHA enabled for CustomSslContextFactory@34f5090e[provider=null,keyStore=file:///godata/config/keystore,trustStore=file:///godata/config/truststore]
